UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
UEI-IMD-FL-2021-0074,2021-05-20,2021-05-20,1.0,Heavy rains & Flood,,Idukki,Kerala,,,,,,,,,,,IMD,,556,32
UEI-IMD-FL-2021-0075,2021-05-23,2021-05-25,3.0,"Heavy rains, Flood & Mudslide",,Thiruvananthapuram,Kerala,,,,,3.0,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0076,2021-06-05,2021-06-05,1.0,Landslides,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0077,2021-06-16,2021-06-17,2.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0078,2021-06-21,2021-06-25,3.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0079,2021-07-14,2021-07-15,2.0,Heavy rains,,Wayanad,Kerala,,,,,1.0,1.0,,,,,IMD,,567,32
UEI-IMD-FL-2021-0080,2021-07-17,2021-07-18,2.0,Heavy rains & Landslide,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0081,2021-07-21,2021-07-21,1.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0082,2021-08-03,2021-08-03,1.0,Heavy rains,,Idukki,Kerala,,,,,,,,,,,IMD,,556,32
UEI-IMD-FL-2021-0083,2021-09-27,2021-09-28,2.0,Heavy rains,,"Idukki, Thiruvananthapuram",Kerala,,,,,,,,,,,IMD,,"556, 565",32
UEI-IMD-FL-2021-0084,2021-10-02,2021-10-02,1.0,Heavy rains,,Thrissur,Kerala,,,,,,,,300,,,IMD,,566,32
UEI-IMD-FL-2021-0085,2021-10-05,2021-10-05,1.0,Heavy rains & Landslips,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0086,2021-10-09,2021-10-09,1.0,Heavy rains,,"Alappuzha, Thiruvananthapuram",Kerala,,,,,,,,,,,IMD,,"554, 565",32
UEI-IMD-FL-2021-0087,2021-10-11,2021-10-11,1.0,Heavy Rains & Mudslide,,Kollam,Kerala,,,,,1.0,,,,,,IMD,,559,32
UEI-IMD-FL-2021-0088,2021-10-11,2021-10-11,1.0,Heavy Rains & Mudslide,,Malappuram,Kerala,,,,,2.0,,,,,,IMD,,562,32
UEI-IMD-FL-2021-0089,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,"Ernakulam, Kannur, Kottayam, Kozhikode, Palakkad, Pathanamthitta, Thiruvananthapuram, Thrissur",Kerala,,,,,,,,,,,IMD,,"555, 557, 560, 561, 563, 564, 565, 566",32
UEI-IMD-FL-2021-0090,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Ernakulam,Kerala,,,,,,,,,,,IMD,,555,32
UEI-IMD-FL-2021-0091,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Kannur,Kerala,,,,,,,,,,,IMD,,557,32
UEI-IMD-FL-2021-0092,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Kottayam,Kerala,,,,,,1.0,,,,,IMD,,560,32
UEI-IMD-FL-2021-0093,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Kozhikode,Kerala,,,,,1.0,,,,,,IMD,,561,32
UEI-IMD-FL-2021-0094,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Palakkad,Kerala,,,,,,,,,,,IMD,,563,32
UEI-IMD-FL-2021-0095,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Pathanamthitta,Kerala,,,,,1.0,,,,,,IMD,,564,32
UEI-IMD-FL-2021-0096,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Thiruvananthapuram,Kerala,,,,,,,,1502,,,IMD,,565,32
UEI-IMD-FL-2021-0097,2021-10-12,2021-10-12,1.0,"Heavy Rains, Floods & Landslides",,Thrissur,Kerala,,,,,,,,,,,IMD,,566,32
UEI-IMD-FL-2021-0098,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,"Alappuzha, Ernakulam, Idukki, Kollam, Kottayam, Palakkad, Thiruvananthapuram",Kerala,,,,,,,,,,,IMD,,"554, 555, 556, 559, 560, 563, 565",32
UEI-IMD-FL-2021-0099,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Alappuzha,Kerala,,,,,,,,,,,IMD,,554,32
UEI-IMD-FL-2021-0100,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Ernakulam,Kerala,,,,,,,,,,,IMD,,555,32
UEI-IMD-FL-2021-0101,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Idukki,Kerala,,,,,11.0,,,,,,IMD,,556,32
UEI-IMD-FL-2021-0102,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Kollam,Kerala,,,,,1.0,,,,,,IMD,,559,32
UEI-IMD-FL-2021-0103,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Kottayam,Kerala,,,,,14.0,,15,,,,IMD,,560,32
UEI-IMD-FL-2021-0104,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Palakkad,Kerala,,,,,1.0,,,,,,IMD,,563,32
UEI-IMD-FL-2021-0105,2021-10-16,2021-10-16,1.0,"Heavy Rains, Floods & Landslips",,Thiruvananthapuram,Kerala,,,,,2.0,,1,,,,IMD,,565,32
UEI-IMD-FL-2021-0106,2021-10-17,2021-10-17,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,2.0,,,,,,IMD,,566,32
UEI-IMD-FL-2021-0107,2021-10-18,2021-10-18,1.0,Heavy Rains & Floods (Kallar river),,Thiruvananthapuram,Kerala,,,,,,,,1,,,IMD,,565,32
UEI-IMD-FL-2021-0108,2021-10-11,2021-10-19,9.0,"Heavy rains, Floods & Landslides",,"Alappuzha, Idukki, Ernakulam, Kannur, Kottayam, Kollam, Kozhikode, Malappuram, Palakkad,  Pathanamthitta, Thrissur, Thiruvananthapuram",Kerala,,,,,,,,,,,IMD,,"554, 556, 555, 557, 560, 559, 561, 562, 563, 564, 566, 565",32
UEI-IMD-FL-2021-0109,2021-10-11,2021-10-19,9.0,"Heavy rains, Floods & Landslides",,Alappuzha,Kerala,,,,,2.0,,,,,,IMD,,554,32
UEI-IMD-FL-2021-0110,2021-10-11,2021-10-19,9.0,"Heavy rains, Floods & Landslides",,Kannur,Kerala,,,,,2.0,,,,,,IMD,,557,32
UEI-IMD-FL-2021-0111,2021-10-11,2021-10-19,9.0,"Heavy rains, Floods & Landslides",,Thrissur,Kerala,,,,,1.0,,,,,,IMD,,566,32
UEI-IMD-FL-2021-0112,2021-10-20,2021-10-20,1.0,Heavy Rains & Floods,,Malappuram,Kerala,,,,,,,,,,,IMD,,562,32
UEI-IMD-FL-2021-0113,2021-10-20,2021-10-20,1.0,Heavy Rains & Floods,,Palakkad,Kerala,,,,,,,,,,,IMD,,563,32
UEI-IMD-FL-2021-0114,2021-10-20,2021-10-20,1.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0115,2021-10-23,2021-10-23,1.0,Heavy Rains & Landslips,,Kottayam,Kerala,,,,,,,,,,,IMD,,560,32
UEI-IMD-FL-2021-0116,2021-10-23,2021-10-23,1.0,Heavy Rains & Landslips,,Pathanamthitta,Kerala,,,,,,,,,,,IMD,,564,32
UEI-IMD-FL-2021-0117,2021-11-02,2021-11-02,1.0,Landslip,,Kozhikode,Kerala,,,,,,,,,,,IMD,,561,32
UEI-IMD-FL-2021-0118,2021-11-05,2021-11-05,1.0,Heavy Rains & Floods,,"Alappuzha, Kottayam",Kerala,,,,,,,,,,,IMD,,"554, 560",32
UEI-IMD-FL-2021-0119,2021-11-13,2021-11-13,1.0,Heavy Rains & Landslip,,"Alappuzha, Thiruvananthapuram",Kerala,,,,,,,,,,,IMD,,"554, 565",32
UEI-IMD-FL-2021-0120,2021-11-14,2021-11-14,1.0,Heavy Rains & Floods,,Kannur,Kerala,,,,,1.0,,,,,,IMD,,557,32
UEI-IMD-FL-2021-0121,2021-11-14,2021-11-14,1.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,2.0,2.0,,,,,IMD,,565,32
UEI-IMD-FL-2021-0122,2021-11-14,2021-11-14,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,1.0,,,,,,IMD,,566,32
UEI-IMD-FL-2021-0123,2021-11-10,2021-11-15,6.0,Heavy Rains,,"Ernakulam, Kannur, Kollam, Kottayam, Thiruvananthapuram, Thrissur",Kerala,,,,,,,,,,,IMD,,"555, 557, 559, 560, 565, 566",32
UEI-IMD-FL-2021-0124,2021-11-10,2021-11-15,6.0,Heavy Rains,,Ernakulam,Kerala,,,,,1.0,,,,,,IMD,,555,32
UEI-IMD-FL-2021-0125,2021-11-15,2021-11-16,2.0,Heavy Rains & Floods,,"Alappuzha, Thiruvananthapuram, Thrissur",Kerala,,,,,,,,,,,IMD,,"554, 565, 566",32
UEI-IMD-FL-2021-0126,2021-11-15,2021-11-16,2.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,1.0,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0127,2021-11-17,2021-11-17,1.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,1.0,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0128,2021-11-17,2021-11-17,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,1.0,,,,,,IMD,,566,32
UEI-IMD-FL-2021-0129,2021-11-30,2021-11-30,1.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2022-0535,2022-03-23,2022-03-23,1.0,Heavy rains,,Palakkad,Kerala,,,,,,,,,,,IMD,,563,32
UEI-IMD-FL-2022-0536,2022-03-24,2022-03-24,1.0,Heavy rains,,Kannur,Kerala,,,,,,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0537,2022-03-24,2022-03-24,1.0,Heavy rains,,Kasaragod,Kerala,,,,,,,,,,,IMD,,558,32
UEI-IMD-FL-2022-0538,2022-03-27,2022-03-27,1.0,Heavy rains,,Kottayam,Kerala,,,,,,,,,,,IMD,,560,32
UEI-IMD-FL-2022-0539,2022-05-17,2022-05-17,1.0,Heavy Rains,,Thrissur,Kerala,,,,,1.0,,,,,,IMD,,566,32
UEI-IMD-FL-2022-0540,2022-05-18,2022-05-18,1.0,Heavy Rains,,Ernakulam,Kerala,,,,,1.0,,,,,,IMD,,555,32
UEI-IMD-FL-2022-0541,2022-05-18,2022-05-18,1.0,Heavy Rains,,Kozhikode,Kerala,,,,,1.0,,,,,,IMD,,561,32
UEI-IMD-FL-2022-0542,2022-05-20,2022-05-20,1.0,Heavy rains,,Idukki,Kerala,,,,,1.0,,,,,,IMD,,556,32
UEI-IMD-FL-2022-0543,2022-05-20,2022-05-20,1.0,Heavy rains,,Thrissur,Kerala,,,,,,,,,,,IMD,,566,32
UEI-IMD-FL-2022-0544,2022-06-16,2022-06-16,1.0,Mud slip,,Wayanad,Kerala,,,,,1.0,,,,,,IMD,,567,32
UEI-IMD-FL-2022-0545,2022-07-01,2022-07-01,1.0,Heavy rains,,Kannur,Kerala,,,,,1.0,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0546,2022-07-02,2022-07-02,1.0,Heavy rains,,Kannur,Kerala,,,,,1.0,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0547,2022-07-04,2022-07-04,1.0,Landslide,,Idukki,Kerala,,,,,1.0,,,,,,IMD,,556,32
UEI-IMD-FL-2022-0548,2022-07-05,2022-07-05,1.0,Heavy rains,,Idukki,Kerala,,,,,1.0,,,,,,IMD,,556,32
UEI-IMD-FL-2022-0549,2022-07-07,2022-07-07,1.0,Heavy rains,,Kannur,Kerala,,,,,1.0,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0550,2022-07-10,2022-07-10,1.0,Heavy rains,,Ernakulam,Kerala,,,,,1.0,,,,,,IMD,,555,32
UEI-IMD-FL-2022-0551,2022-07-15,2022-07-15,1.0,Landslide,,Idukki,Kerala,,,,,1.0,,,,,,IMD,,556,32
UEI-IMD-FL-2022-0552,2022-07-16,2022-07-16,1.0,Heavy Rains & Floods,,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kollam, Thiruvananthapuram, Kannur",Kerala,,,,,4.0,,,,,,IMD,,"558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 559, 565, 557",32
UEI-IMD-FL-2022-0553,2022-07-16,2022-07-16,1.0,Heavy Rains & Floods,,Palakkad,Kerala,,,,,,,,,,,IMD,,563,32
UEI-IMD-FL-2022-0554,2022-07-16,2022-07-16,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,,,,,,,IMD,,566,32
UEI-IMD-FL-2022-0555,2022-07-19,2022-07-19,1.0,Heavy Rains & Floods,,Malappuram,Kerala,,,,,1.0,,,,,,IMD,,562,32
UEI-IMD-FL-2022-0556,2022-07-20,2022-07-20,1.0,Heavy Rains & Floods,,Malappuram,Kerala,,,,,1.0,,,,,,IMD,,562,32
UEI-IMD-FL-2022-0557,2022-07-28,2022-07-28,1.0,Heavy Rains,,Ernakulam,Kerala,,,,,1.0,,,,,,IMD,,555,32
UEI-IMD-FL-2022-0558,2022-08-01,2022-08-01,1.0,Heavy Rains & Floods,,Kollam,Kerala,,,,,1.0,,,,,,IMD,,559,32
UEI-IMD-FL-2022-0559,2022-08-01,2022-08-01,1.0,Heavy Rains & Floods,,Kottayam,Kerala,,,,,1.0,,,,,,IMD,,560,32
UEI-IMD-FL-2022-0560,2022-08-01,2022-08-01,1.0,Heavy Rains & Floods,,Malappuram,Kerala,,,,,1.0,,,,,,IMD,,562,32
UEI-IMD-FL-2022-0561,2022-08-01,2022-08-01,1.0,Heavy Rains & Floods,,Pathanamthitta,Kerala,,,,,4.0,,1,,,,IMD,,564,32
UEI-IMD-FL-2022-0562,2022-08-01,2022-08-01,1.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,1.0,,,,,,IMD,,565,32
UEI-IMD-FL-2022-0563,2022-08-01,2022-08-01,1.0,Landslide,,Kottayam,Kerala,,,,,,,1,,,,IMD,,560,32
UEI-IMD-FL-2022-0564,2022-08-01,2022-08-01,1.0,Landslide,,Kannur,Kerala,,,,,3.0,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0565,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Alappuzha,Kerala,,,,,,,,,,,IMD,,554,32
UEI-IMD-FL-2022-0566,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Ernakulam,Kerala,,,,,1.0,,,,,,IMD,,555,32
UEI-IMD-FL-2022-0567,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,,Kerala,,,,,,,,,,,IMD,,,32
UEI-IMD-FL-2022-0568,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Kannur,Kerala,,,,,3.0,,,,,,IMD,,557,32
UEI-IMD-FL-2022-0569,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Kollam,Kerala,,,,,,,1,,,,IMD,,559,32
UEI-IMD-FL-2022-0570,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Kottayam,Kerala,,,,,1.0,,,,,,IMD,,560,32
UEI-IMD-FL-2022-0571,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Malappuram,Kerala,,,,,,,,,,,IMD,,562,32
UEI-IMD-FL-2022-0572,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Pathanamthitta,Kerala,,,,,,,,,,,IMD,,564,32
UEI-IMD-FL-2022-0573,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,1.0,,,,,,IMD,,565,32
UEI-IMD-FL-2022-0574,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,,,2,,,,IMD,,566,32
UEI-IMD-FL-2022-0575,2022-08-02,2022-08-02,1.0,Heavy Rains & Floods,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2022-0576,2022-08-29,2022-08-29,1.0,Landslide,,Idukki,Kerala,,,,,5.0,,,,,,IMD,,556,32
UEI-IMD-FL-2022-0577,2022-09-04,2022-09-04,1.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,2.0,,,,,,IMD,,565,32
UEI-IMD-FL-2023-0348,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,Alappuzha,Kerala,,,,,,,,,,,IMD,,554,32
UEI-IMD-FL-2023-0349,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,Kannur,Kerala,,,,,,,,,,,IMD,,557,32
UEI-IMD-FL-2023-0350,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,Kottayam,Kerala,,,,,,,,,,,IMD,,560,32
UEI-IMD-FL-2023-0351,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,Kozhikode,Kerala,,,,,,,,,,,IMD,,561,32
UEI-IMD-FL-2023-0352,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,Pathanamthitta,Kerala,,,,,,,,,,,IMD,,564,32
UEI-IMD-FL-2023-0353,2023-07-03,2023-07-07,5.0,Heavy Rains & Floods,,,Kerala,,,,,19.0,,,,,,IMD,,,32
UEI-IMD-FL-2023-0354,2023-07-10,2023-07-10,1.0,Heavy Rains & Floods (Nilambur River),,Malappuram,Kerala,,,,,2.0,,,,,,IMD,,562,32
UEI-IMD-FL-2023-0355,2023-07-23,2023-07-23,1.0,Heavy Rains & Floods,,Thrissur,Kerala,,,,,1.0,,,,,,IMD,,566,32
UEI-IMD-FL-2023-0356,2023-07-23,2023-07-23,1.0,Heavy Rains & Floods,,Wayanad,Kerala,,,,,2.0,,,,,,IMD,,567,32
